age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
,Private,,Never-married,Craft-repair,Not-in-family,,Male,40.0,United-States,<=50K
30.0,,Some-college,,,,Asian-Pac-Islander,Female,40.0,Trinadad&Tobago,<=50K
,,,Separated,,Unmarried,,Male,40.0,United-States,<=50K
25.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
,Local-gov,,Never-married,Other-service,Own-child,,Male,40.0,United-States,<=50K
,Private,,Divorced,Craft-repair,Not-in-family,,Male,40.0,United-States,<=50K
,Self-emp-inc,,Divorced,Sales,Unmarried,,Female,40.0,United-States,<=50K
19.0,,HS-grad,,,,Black,Male,40.0,United-States,<=50K
46.0,,Some-college,,,,White,Male,50.0,United-States,>50K
27.0,,Doctorate,,,,White,Male,20.0,,<=50K
23.0,,Some-college,,,,Asian-Pac-Islander,Female,40.0,Philippines,<=50K
30.0,,HS-grad,,,,White,Male,44.0,United-States,<=50K
,Self-emp-not-inc,,Widowed,Exec-managerial,Not-in-family,,Male,35.0,United-States,<=50K
,Local-gov,,Married-civ-spouse,Handlers-cleaners,Husband,,Male,40.0,United-States,<=50K
37.0,,,,,,White,Male,45.0,United-States,<=50K
28.0,,,,,,Amer-Indian-Eskimo,Male,40.0,Mexico,<=50K
,Private,,Married-civ-spouse,Transport-moving,Husband,,Male,40.0,United-States,<=50K
29.0,,Bachelors,,,,White,Female,40.0,Portugal,<=50K
24.0,,5th-6th,,,,White,Male,40.0,Mexico,<=50K
27.0,,,,,,White,Male,50.0,United-States,<=50K
52.0,,Bachelors,,,,White,Female,60.0,United-States,>50K
,Self-emp-not-inc,,Married-civ-spouse,Transport-moving,Husband,,Male,55.0,United-States,<=50K
30.0,,Bachelors,,,,White,Female,40.0,United-States,<=50K
29.0,,Bachelors,,,,White,Female,50.0,United-States,<=50K
65.0,,Assoc-voc,,,,White,Male,60.0,United-States,<=50K
42.0,,Masters,,,,White,Male,50.0,United-States,<=50K
35.0,,HS-grad,,,,White,Female,60.0,United-States,>50K
,Private,,Married-civ-spouse,Adm-clerical,Husband,,Male,40.0,Jamaica,>50K
,Private,,Never-married,Machine-op-inspct,Other-relative,,Male,30.0,United-States,<=50K
51.0,,HS-grad,,,,White,Male,50.0,United-States,<=50K
,Local-gov,,Married-civ-spouse,Prof-specialty,Husband,,Male,40.0,United-States,>50K
,Self-emp-not-inc,,Married-civ-spouse,Transport-moving,Husband,,Male,45.0,United-States,<=50K
47.0,,Bachelors,,,,White,Female,40.0,United-States,>50K
41.0,,Masters,,,,White,Male,40.0,United-States,<=50K
41.0,,Some-college,,,,White,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Prof-specialty,Husband,,Male,38.0,United-States,>50K
64.0,,Doctorate,,,,White,Male,80.0,United-States,>50K
36.0,,11th,,,,White,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Sales,Wife,,Female,45.0,United-States,>50K
,Private,,Married-civ-spouse,Adm-clerical,Husband,,Male,40.0,United-States,<=50K
43.0,,HS-grad,,,,Other,Male,40.0,United-States,>50K
,Private,,Married-spouse-absent,Tech-support,Own-child,,Male,40.0,United-States,<=50K
,Private,,Never-married,Exec-managerial,Not-in-family,,Female,32.0,United-States,<=50K
41.0,,Masters,,,,White,Female,35.0,United-States,>50K
,State-gov,,Married-civ-spouse,Protective-serv,Husband,,Male,38.0,United-States,<=50K
,State-gov,,Separated,Prof-specialty,Unmarried,,Female,37.0,United-States,<=50K
40.0,,Bachelors,,,,White,Female,45.0,United-States,<=50K
18.0,,Some-college,,,,White,Female,15.0,United-States,<=50K
,Private,,Married-civ-spouse,Prof-specialty,Husband,,Male,40.0,United-States,>50K
,Private,,Married-civ-spouse,Sales,Husband,,Male,72.0,United-States,<=50K
22.0,,Bachelors,,,,White,Female,50.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,44.0,United-States,<=50K
,Local-gov,,Married-civ-spouse,Prof-specialty,Husband,,Male,40.0,United-States,>50K
,Private,,Never-married,Transport-moving,Other-relative,,Male,40.0,United-States,<=50K
29.0,,Bachelors,,,,White,Male,40.0,United-States,>50K
45.0,,HS-grad,,,,White,Female,28.0,United-States,<=50K
49.0,,HS-grad,,,,Asian-Pac-Islander,Female,40.0,United-States,<=50K
21.0,,HS-grad,,,,White,Female,55.0,United-States,<=50K
,Private,,Never-married,Other-service,Own-child,,Male,10.0,Germany,<=50K
,Private,,Never-married,Sales,Own-child,,Male,60.0,United-States,<=50K
46.0,,Masters,,,,White,Male,45.0,United-States,>50K
30.0,,Bachelors,,,,White,Female,24.0,United-States,>50K
,Private,,Divorced,Machine-op-inspct,Own-child,,Female,45.0,United-States,<=50K
50.0,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Adm-clerical,Husband,,Male,40.0,Mexico,<=50K
45.0,,Masters,,,,White,Female,35.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,United-States,<=50K
18.0,,HS-grad,,,,White,Male,30.0,United-States,<=50K
43.0,,Some-college,,,,White,Female,55.0,United-States,>50K
,Private,,Never-married,Sales,Own-child,,Female,12.0,United-States,<=50K
20.0,,11th,,,,White,Male,20.0,United-States,<=50K
54.0,,Bachelors,,,,White,Male,70.0,United-States,>50K
25.0,,Assoc-acdm,,,,White,Male,45.0,United-States,<=50K
69.0,,11th,,,,White,Female,40.0,United-States,<=50K
21.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
,Private,,Divorced,Machine-op-inspct,Not-in-family,,Male,40.0,United-States,<=50K
51.0,,HS-grad,,,,White,Female,40.0,United-States,<=50K
44.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
,Private,,Married-spouse-absent,Prof-specialty,Not-in-family,,Male,40.0,United-States,<=50K
35.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
,Self-emp-inc,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,United-States,<=50K
,Private,,Never-married,Exec-managerial,Not-in-family,,Female,60.0,United-States,>50K
24.0,,9th,,,,White,Male,40.0,United-States,<=50K
38.0,,Bachelors,,,,White,Male,40.0,United-States,>50K
,Private,,Separated,Craft-repair,Not-in-family,,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Prof-specialty,Husband,,Male,40.0,Hong,>50K
28.0,,HS-grad,,,,White,Male,45.0,United-States,>50K
65.0,,Doctorate,,,,White,Male,40.0,United-States,>50K
,Private,,Married-civ-spouse,Sales,Husband,,Male,40.0,United-States,<=50K
,Private,,Never-married,Sales,Other-relative,,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,55.0,United-States,>50K
,Private,,Divorced,Tech-support,Unmarried,,Female,75.0,United-States,<=50K
,Private,,Married-civ-spouse,Transport-moving,Husband,,Male,40.0,United-States,<=50K
38.0,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,,,,
,Private,,Never-married,Exec-managerial,Not-in-family,,Male,40.0,United-States,<=50K
26.0,,Bachelors,,,,White,Female,25.0,United-States,<=50K
,Private,,Never-married,Adm-clerical,Own-child,,Female,55.0,United-States,<=50K
,Private,,Married-civ-spouse,Sales,Husband,,Male,60.0,United-States,>50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Farming-fishing,Husband,,Male,45.0,United-States,<=50K
39.0,,HS-grad,,,,White,Male,40.0,,<=50K
,Private,,Separated,Other-service,Not-in-family,,Female,40.0,Mexico,<=50K
47.0,,HS-grad,,,,White,Female,40.0,United-States,<=50K
,State-gov,,Married-civ-spouse,Transport-moving,Husband,,Male,40.0,United-States,<=50K
31.0,,1st-4th,,,,White,Male,40.0,Mexico,<=50K
45.0,,Masters,,,,White,Male,40.0,United-States,>50K
,Private,,Divorced,Tech-support,Not-in-family,,Male,30.0,United-States,<=50K
,Private,,Married-civ-spouse,Prof-specialty,Husband,,Male,40.0,United-States,<=50K
,Private,,Never-married,Adm-clerical,Own-child,,Female,15.0,United-States,<=50K
,Private,,Never-married,Adm-clerical,Not-in-family,,Female,40.0,United-States,<=50K
,Private,,Never-married,Adm-clerical,Not-in-family,,Male,40.0,,<=50K
,Private,,Separated,Adm-clerical,Unmarried,,Female,25.0,United-States,<=50K
26.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
25.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
64.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
25.0,,,,,,White,Male,42.0,United-States,<=50K
47.0,,14,,,,White,Female,40.0,United-States,>50K
,Private,,Married-civ-spouse,Tech-support,Husband,,Male,40.0,United-States,>50K
,Private,,Married-civ-spouse,Exec-managerial,Wife,,Female,45.0,United-States,>50K
,State-gov,,Divorced,Adm-clerical,Unmarried,,Female,40.0,United-States,<=50K
61.0,,HS-grad,,,,White,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Sales,Husband,,Male,99.0,United-States,<=50K
56.0,,HS-grad,,,,White,Female,25.0,Mexico,<=50K
,Private,,Never-married,Other-service,Own-child,,Male,44.0,United-States,<=50K
,,,Never-married,,Own-child,,Female,20.0,United-States,<=50K
,Private,,Married-civ-spouse,Other-service,Husband,,Male,26.0,United-States,<=50K
57.0,,Some-college,,,,White,Male,35.0,United-States,<=50K
49.0,,Bachelors,,,,White,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Exec-managerial,Husband,,Male,40.0,United-States,>50K
55.0,,Bachelors,,,,White,Female,55.0,Ireland,<=50K
,State-gov,,Never-married,Prof-specialty,Other-relative,,Male,40.0,United-States,<=50K
33.0,,Some-college,,,,White,Male,50.0,United-States,<=50K
31.0,,Bachelors,,,,White,Male,40.0,United-States,>50K
,Self-emp-not-inc,,Married-civ-spouse,Craft-repair,Husband,,Male,35.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Not-in-family,,Male,32.0,Mexico,<=50K
,State-gov,,Never-married,Tech-support,Not-in-family,,Male,12.0,United-States,<=50K
,Private,,Divorced,Sales,Not-in-family,,Female,50.0,United-States,<=50K
62.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
38.0,,Bachelors,,,,White,Female,42.0,United-States,<=50K
34.0,,HS-grad,,,,White,Male,50.0,United-States,<=50K
,Private,,Never-married,Exec-managerial,Not-in-family,,Male,40.0,United-States,<=50K
,Private,,Never-married,Prof-specialty,Not-in-family,,Male,50.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Own-child,,Male,40.0,United-States,<=50K
,Federal-gov,,Married-civ-spouse,Exec-managerial,Husband,,Male,48.0,United-States,>50K
,Private,,Married-civ-spouse,Sales,Husband,,Male,40.0,United-States,>50K
26.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
47.0,,Bachelors,,,,White,Male,45.0,England,>50K
,Private,,Married-civ-spouse,Machine-op-inspct,Husband,,Male,32.0,Mexico,<=50K
,Private,,Never-married,Prof-specialty,Not-in-family,,Male,99.0,United-States,<=50K
29.0,,13,,,,White,Female,40.0,United-States,<=50K
53.0,,Bachelors,,,,White,Male,40.0,United-States,>50K
,Private,,Married-civ-spouse,Exec-managerial,Husband,,Male,50.0,United-States,>50K
,Private,,Married-civ-spouse,Adm-clerical,Wife,,Female,40.0,United-States,<=50K
32.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
23.0,,Bachelors,,,,White,Female,20.0,United-States,<=50K
64.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
,Private,,Divorced,Other-service,Other-relative,,Female,50.0,Peru,<=50K
,Private,,Married-civ-spouse,Farming-fishing,Husband,,Male,40.0,United-States,<=50K
24.0,,Assoc-voc,,,,White,Male,40.0,United-States,<=50K
,Private,,Never-married,Handlers-cleaners,Own-child,,Male,28.0,United-States,<=50K
,Private,,Married-civ-spouse,Sales,Husband,,Male,60.0,United-States,<=50K
30.0,,Masters,,,,White,Male,60.0,United-States,>50K
18.0,,Some-college,,,,Asian-Pac-Islander,Male,16.0,United-States,<=50K
,Local-gov,,Divorced,Prof-specialty,Unmarried,,Female,50.0,United-States,<=50K
,Private,,Never-married,Adm-clerical,Own-child,,Female,24.0,United-States,<=50K
20.0,,Some-college,,,,White,Male,30.0,United-States,<=50K
22.0,,11th,,,,White,Male,50.0,United-States,<=50K
,Private,,Never-married,Exec-managerial,Not-in-family,,Female,38.0,United-States,<=50K
65.0,,,,,,White,Male,40.0,Germany,>50K
43.0,,Some-college,,,,White,Female,40.0,United-States,>50K
32.0,,Assoc-acdm,,,,White,Female,40.0,United-States,<=50K
29.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
26.0,,6,,,,White,Female,40.0,Germany,<=50K
27.0,,HS-grad,,,,White,Female,15.0,United-States,<=50K
21.0,,Some-college,,,,White,Male,44.0,United-States,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Farming-fishing,Husband,,Male,35.0,United-States,<=50K
,Private,,Married-civ-spouse,Handlers-cleaners,Husband,,Male,50.0,United-States,<=50K
36.0,,,,,,White,Male,45.0,United-States,<=50K
32.0,,Bachelors,,,,White,Female,50.0,United-States,<=50K
42.0,,Bachelors,,,,White,Male,80.0,United-States,>50K
,Local-gov,,Married-civ-spouse,Protective-serv,Husband,,Male,40.0,United-States,<=50K
46.0,,Bachelors,,,,White,Male,10.0,United-States,>50K
,Private,,Never-married,Adm-clerical,Not-in-family,,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Prof-specialty,Husband,,Male,40.0,United-States,>50K
54.0,,12th,,,,White,Male,40.0,United-States,<=50K
,Self-emp-not-inc,,Never-married,Prof-specialty,Not-in-family,,Female,32.0,United-States,<=50K
,Private,,Married-civ-spouse,Exec-managerial,Wife,,Female,40.0,United-States,<=50K
47.0,,Some-college,,,,White,Male,65.0,United-States,>50K
,,,Widowed,,Not-in-family,,Female,2.0,United-States,<=50K
,Private,,Married-civ-spouse,Sales,Husband,,Male,55.0,United-States,>50K
,Private,,Never-married,Priv-house-serv,Unmarried,,Female,40.0,Columbia,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Exec-managerial,Wife,,Female,40.0,United-States,>50K
,Private,,Divorced,Craft-repair,Unmarried,,Male,48.0,United-States,>50K
25.0,Private,Bachelors,Never-married,Handlers-cleaners,Own-child,White,Male,,United-States,<=50K
30.0,,HS-grad,,,,White,Male,42.0,United-States,<=50K
,Private,,Divorced,Adm-clerical,Own-child,,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,52.0,United-States,>50K
24.0,,Bachelors,,,,White,Male,39.0,United-States,<=50K
,Private,,Married-civ-spouse,Priv-house-serv,Other-relative,,Female,60.0,Philippines,<=50K
61.0,,HS-grad,,,,White,Male,40.0,United-States,>50K
24.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
40.0,,Masters,,,,White,Male,50.0,United-States,>50K
,Private,,Married-civ-spouse,Exec-managerial,Husband,,Male,40.0,United-States,<=50K
,,,Married-civ-spouse,,Husband,,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Exec-managerial,Husband,,Male,60.0,United-States,>50K
32.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
47.0,,HS-grad,,,,Black,Female,30.0,United-States,<=50K
45.0,,Some-college,,,,White,Female,40.0,United-States,<=50K
,Private,,Never-married,Other-service,Own-child,,Male,24.0,United-States,<=50K
46.0,,Bachelors,,,,White,Female,40.0,United-States,<=50K
,State-gov,,Married-civ-spouse,Adm-clerical,Husband,,Male,40.0,United-States,<=50K
35.0,,,,,,Other,Male,40.0,Dominican-Republic,<=50K
,Private,,Never-married,Sales,Own-child,,Female,35.0,United-States,<=50K
39.0,,HS-grad,,,,White,Male,55.0,United-States,<=50K
,Private,,Married-civ-spouse,Adm-clerical,Husband,,Male,40.0,United-States,<=50K
20.0,,Assoc-acdm,,,,White,Male,20.0,United-States,<=50K
,Private,,Married-civ-spouse,Exec-managerial,Husband,,Male,40.0,United-States,>50K
,Self-emp-not-inc,,Married-civ-spouse,Craft-repair,Husband,,Male,25.0,Jamaica,<=50K
,Private,,Married-civ-spouse,Adm-clerical,Husband,,Male,40.0,United-States,<=50K
41.0,,HS-grad,,,,White,Male,40.0,Poland,<=50K
,Private,,Divorced,Other-service,Not-in-family,,Male,30.0,United-States,<=50K
37.0,,Assoc-voc,,,,White,Female,52.0,United-States,<=50K
,Private,,Never-married,Sales,Not-in-family,,Male,48.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,Mexico,<=50K
66.0,,10th,,,,White,Male,40.0,United-States,<=50K
,Private,,Divorced,Exec-managerial,Not-in-family,,Male,50.0,United-States,<=50K
,Private,,Never-married,Prof-specialty,Own-child,,Male,40.0,United-States,>50K
,Private,,Married-civ-spouse,Handlers-cleaners,Husband,,Male,40.0,United-States,<=50K
31.0,,HS-grad,,,,Asian-Pac-Islander,Female,40.0,Vietnam,<=50K
,Private,,Never-married,Craft-repair,Not-in-family,,Male,44.0,United-States,<=50K
26.0,,HS-grad,,,,Black,Female,25.0,United-States,<=50K
47.0,,11th,,,,White,Male,40.0,United-States,<=50K
33.0,,Some-college,,,,White,Male,40.0,Cuba,>50K
,Private,,Never-married,Other-service,Own-child,,Male,15.0,United-States,<=50K
,Private,,Widowed,Adm-clerical,Not-in-family,,Female,32.0,United-States,<=50K
,Local-gov,,Married-civ-spouse,Prof-specialty,Husband,,Male,40.0,United-States,>50K
36.0,,Assoc-voc,,,,White,Female,50.0,United-States,>50K
22.0,,HS-grad,,,,White,Female,15.0,United-States,<=50K
,Self-emp-inc,,Married-civ-spouse,Sales,Husband,,Male,55.0,United-States,>50K
31.0,,Some-college,,,,White,Female,20.0,United-States,>50K
,Private,,Never-married,Adm-clerical,Own-child,,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Handlers-cleaners,Husband,,Male,40.0,United-States,>50K
,Self-emp-not-inc,,Never-married,Exec-managerial,Not-in-family,,Male,45.0,Yugoslavia,<=50K
,Private,,Never-married,Adm-clerical,Own-child,,Female,40.0,United-States,<=50K
,Local-gov,,Divorced,Prof-specialty,Not-in-family,,Female,35.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,United-States,<=50K
,Self-emp-inc,,Never-married,Prof-specialty,Unmarried,,Female,80.0,United-States,<=50K
28.0,,7th-8th,,,,Asian-Pac-Islander,Female,48.0,China,<=50K
,Self-emp-inc,,Married-civ-spouse,Exec-managerial,Husband,,Male,50.0,United-States,<=50K
54.0,,Bachelors,,,,White,Male,40.0,United-States,<=50K
,Private,,Divorced,Craft-repair,Not-in-family,,Male,45.0,United-States,<=50K
,Private,,Never-married,Other-service,Own-child,,Male,80.0,United-States,<=50K
,,,Never-married,,Own-child,,Female,25.0,United-States,<=50K
59.0,,Bachelors,,,,White,Male,38.0,United-States,<=50K
45.0,,Assoc-voc,,,,White,Female,40.0,Mexico,<=50K
,Private,,Never-married,Craft-repair,Own-child,,Male,40.0,United-States,<=50K
,Private,,Divorced,Exec-managerial,Not-in-family,,Female,38.0,United-States,>50K
,Private,,Divorced,Exec-managerial,Unmarried,,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Tech-support,Wife,,Female,15.0,United-States,<=50K
,Private,,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40.0,United-States,<=50K
23.0,,HS-grad,,,,White,Female,40.0,United-States,<=50K
,Self-emp-inc,,Married-civ-spouse,Exec-managerial,Husband,,Male,50.0,United-States,<=50K
,Private,,Never-married,Sales,Not-in-family,,Female,25.0,United-States,<=50K
67.0,,Bachelors,,,,White,Male,20.0,United-States,>50K
34.0,,Bachelors,,,,White,Male,45.0,Mexico,>50K
27.0,,HS-grad,,,,White,Male,50.0,United-States,<=50K
,Private,,Never-married,Transport-moving,Not-in-family,,Male,40.0,United-States,<=50K
,Federal-gov,,Married-civ-spouse,Tech-support,Husband,,Male,40.0,United-States,<=50K
,Private,,Never-married,Machine-op-inspct,Own-child,,Male,50.0,United-States,<=50K
,Private,,Widowed,Sales,Not-in-family,,Female,22.0,United-States,<=50K
65.0,,Bachelors,,,,White,Male,40.0,United-States,>50K
37.0,,Prof-school,,,,White,Male,60.0,United-States,>50K
54.0,,HS-grad,,,,White,Male,60.0,United-States,>50K
,Private,,Married-civ-spouse,Transport-moving,Husband,,Male,40.0,United-States,<=50K
39.0,,HS-grad,,,,Black,Female,38.0,United-States,<=50K
72.0,,HS-grad,,,,White,Male,55.0,United-States,<=50K
44.0,,HS-grad,,,,White,Male,72.0,United-States,<=50K
,Private,,Never-married,Adm-clerical,Own-child,,Female,40.0,Haiti,<=50K
,Local-gov,,Married-civ-spouse,Prof-specialty,Husband,,Male,40.0,United-States,>50K
,Private,,Divorced,Adm-clerical,Unmarried,,Female,40.0,United-States,<=50K
22.0,,Some-college,,,,White,Male,45.0,United-States,<=50K
,Private,,Divorced,Craft-repair,Not-in-family,,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Prof-specialty,Husband,,Male,40.0,United-States,>50K
25.0,,Bachelors,,,,White,Female,15.0,United-States,<=50K
,Private,,Never-married,Exec-managerial,Other-relative,,Female,40.0,United-States,<=50K
,Self-emp-inc,,Married-civ-spouse,Exec-managerial,Husband,,Male,75.0,United-States,>50K
,Private,,Never-married,Adm-clerical,Not-in-family,,Female,40.0,United-States,<=50K
