age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,capital-gain,capital-loss,native-country,salary
,Private,153035.0,,6.0,Never-married,Sales,Own-child,,0.0,0.0,,
,Self-emp-inc,236021.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,,15024.0,0.0,,
19.0,,66838.0,Some-college,,Never-married,,,White,,,United-States,<=50K
,Private,352834.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,,7688.0,0.0,,
30.0,,95923.0,Assoc-acdm,,Married-spouse-absent,,,White,,,United-States,<=50K
,Private,312206.0,,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,
,Self-emp-inc,306289.0,,9.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
19.0,,41609.0,Some-college,,Never-married,,,White,,,United-States,<=50K
,Local-gov,150324.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
,Private,104094.0,,10.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
,Private,234508.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
,Self-emp-inc,483596.0,,9.0,Married-civ-spouse,Exec-managerial,Husband,,2885.0,0.0,,
26.0,,43311.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
,Self-emp-not-inc,263439.0,,11.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
,Local-gov,132668.0,,9.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
28.0,,37805.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
28.0,,19522.0,Some-college,,Never-married,,,Amer-Indian-Eskimo,,,United-States,<=50K
,Private,232475.0,,10.0,Never-married,Sales,Own-child,,0.0,0.0,,
,Private,407684.0,,5.0,Never-married,Machine-op-inspct,Other-relative,,0.0,0.0,,
31.0,,280927.0,Bachelors,,Never-married,,,White,,,United-States,>50K
,Private,208106.0,,9.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
37.0,,360743.0,Some-college,,Married-civ-spouse,,,Black,,,United-States,>50K
,Private,170430.0,,15.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,,
,Private,109307.0,,9.0,Never-married,Sales,Own-child,,0.0,0.0,,
63.0,,95680.0,Some-college,,Married-civ-spouse,,,White,,,United-States,>50K
45.0,,171335.0,Masters,,Married-civ-spouse,,,White,,,United-States,>50K
68.0,,224019.0,Some-college,,Divorced,,,White,,,United-States,<=50K
23.0,,549349.0,Some-college,,Never-married,,,White,,,United-States,<=50K
,Private,69491.0,,9.0,Married-civ-spouse,Other-service,Husband,,0.0,0.0,,
44.0,,403782.0,Assoc-voc,,Divorced,,,White,,,United-States,<=50K
,Federal-gov,290321.0,,11.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
,Self-emp-not-inc,58326.0,,7.0,Divorced,Other-service,Not-in-family,,0.0,0.0,,
38.0,,30509.0,Assoc-voc,,Married-civ-spouse,,,White,,,United-States,<=50K
47.0,,192755.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
57.0,,105824.0,11th,,Married-civ-spouse,,,White,,,United-States,<=50K
58.0,,147989.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
,Self-emp-inc,125892.0,,10.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
,Private,96176.0,,10.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,,
,Private,186121.0,,13.0,Divorced,Exec-managerial,Not-in-family,,0.0,0.0,,
42.0,,328239.0,Some-college,,Never-married,,,White,,,United-States,<=50K
,Local-gov,61708.0,,13.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
,Private,178421.0,,13.0,Never-married,Other-service,Not-in-family,,0.0,0.0,,
37.0,,306868.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
39.0,,280570.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
,Self-emp-not-inc,226296.0,,9.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
32.0,,198813.0,Prof-school,,Married-civ-spouse,,,White,,,United-States,<=50K
41.0,,173682.0,Masters,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,228456.0,,,Separated,Other-service,Other-relative,,0.0,0.0,,
,Local-gov,190027.0,,9.0,Divorced,Other-service,Own-child,,0.0,0.0,,
,Private,31801.0,,13.0,Married-civ-spouse,Craft-repair,Husband,,0.0,1887.0,,
23.0,,170091.0,Some-college,,Never-married,,,White,,,United-States,<=50K
43.0,,33658.0,Some-college,,Married-spouse-absent,,,White,,,United-States,>50K
45.0,,172822.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,263608.0,,10.0,Divorced,Craft-repair,Own-child,,0.0,0.0,,
48.0,,31267.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
20.0,,139715.0,HS-grad,,Never-married,,,Black,,,United-States,<=50K
23.0,,232799.0,HS-grad,,Never-married,,,Black,,,United-States,<=50K
58.0,,265579.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
42.0,,209818.0,13,,Divorced,,,White,,,United-States,<=50K
,Private,67903.0,,5.0,Separated,Farming-fishing,Not-in-family,,0.0,0.0,,
,Private,212800.0,,12.0,Never-married,Prof-specialty,Own-child,,0.0,0.0,,
,Local-gov,244803.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
,Private,269723.0,,9.0,Divorced,Exec-managerial,Unmarried,,2977.0,0.0,,
,Local-gov,312427.0,,9.0,Married-civ-spouse,Protective-serv,Husband,,0.0,0.0,,
32.0,,178623.0,Assoc-acdm,,Never-married,,,Black,,,Trinadad&Tobago,<=50K
,,29841.0,,9.0,Divorced,,Unmarried,,0.0,0.0,,
24.0,,265434.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
65.0,,146159.0,7th-8th,,Widowed,,,Black,,,United-States,<=50K
,Private,21755.0,,10.0,Never-married,Craft-repair,Other-relative,,0.0,0.0,,
39.0,,214896.0,HS-grad,,Separated,,,White,,,El-Salvador,<=50K
,Private,119177.0,,13.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
20.0,,215495.0,9th,,Never-married,,,White,,,Mexico,<=50K
,Private,49358.0,,8.0,Never-married,Sales,Own-child,,0.0,0.0,,
,State-gov,71630.0,,9.0,Divorced,Adm-clerical,Not-in-family,,0.0,1617.0,,
,Private,128348.0,,13.0,Married-civ-spouse,Exec-managerial,Husband,,9386.0,0.0,,
,Private,383306.0,,8.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
,Private,193490.0,,4.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
,Private,46442.0,,13.0,Married-civ-spouse,Prof-specialty,Wife,,0.0,1902.0,,
43.0,,56063.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,<=50K
27.0,,189589.0,Some-college,,Divorced,,,White,,,United-States,<=50K
,Private,167868.0,,9.0,Never-married,Sales,Not-in-family,,0.0,0.0,,
,,144194.0,,11.0,Married-civ-spouse,,Husband,,0.0,0.0,,
60.0,,193038.0,Some-college,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,224563.0,,,Never-married,Adm-clerical,Not-in-family,,0.0,0.0,,
,Private,169955.0,,10.0,Married-civ-spouse,Other-service,Wife,,0.0,0.0,,
48.0,,83407.0,Masters,,Married-civ-spouse,,,White,,,United-States,>50K
26.0,,336969.0,Bachelors,,Married-civ-spouse,,,White,,,El-Salvador,<=50K
49.0,,160187.0,9th,,Married-spouse-absent,,,Black,,,Jamaica,<=50K
,Local-gov,36091.0,,14.0,Never-married,Exec-managerial,Not-in-family,,0.0,0.0,,
,,97831.0,,9.0,Widowed,,Unmarried,,0.0,0.0,,
24.0,,267706.0,Some-college,,Never-married,,,White,,,United-States,<=50K
25.0,,267012.0,Assoc-voc,,Never-married,,,White,,,United-States,<=50K
,,308995.0,,10.0,Divorced,,Own-child,,0.0,0.0,,
32.0,,45796.0,Some-college,,Married-civ-spouse,,,White,,,United-States,<=50K
51.0,,306784.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
26.0,,157708.0,Some-college,,Never-married,,,White,,,United-States,<=50K
30.0,,87561.0,Some-college,,Never-married,,,White,,,United-States,<=50K
19.0,,39623.0,Some-college,,Never-married,,,White,,,United-States,<=50K
90.0,,166343.0,1st-4th,,Widowed,,,Black,,,United-States,<=50K
46.0,,72896.0,9th,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,95530.0,,14.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
,Private,52732.0,,4.0,Never-married,Craft-repair,Own-child,,0.0,0.0,,
39.0,,186719.0,Some-college,,Separated,,,White,,,United-States,<=50K
,Private,108293.0,,11.0,Divorced,Adm-clerical,Unmarried,,0.0,0.0,,
28.0,,150025.0,HS-grad,,Married-civ-spouse,,,White,,,Puerto-Rico,<=50K
32.0,,227160.0,Some-college,,Divorced,,,White,,,United-States,<=50K
,Private,242150.0,,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,
,Self-emp-not-inc,164065.0,,14.0,Divorced,Sales,Not-in-family,,0.0,0.0,,
52.0,,38973.0,10th,,Widowed,,,Black,,,United-States,<=50K
,,183374.0,,9.0,Widowed,,Not-in-family,,2329.0,0.0,,
61.0,,136109.0,11th,,Widowed,,,White,,,United-States,<=50K
56.0,,98361.0,Masters,,Married-civ-spouse,,,White,,,,>50K
35.0,,356250.0,Prof-school,,Married-civ-spouse,,,Asian-Pac-Islander,,,China,<=50K
27.0,,138705.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,144005.0,,10.0,Never-married,Sales,Not-in-family,,0.0,0.0,,
,Self-emp-inc,465725.0,,9.0,Divorced,Handlers-cleaners,Own-child,,0.0,0.0,,
24.0,,232841.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
,Private,346406.0,,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,1672.0,,
,Private,275236.0,,13.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,
47.0,,282830.0,Assoc-acdm,,Married-civ-spouse,,,Black,,,United-States,>50K
51.0,,118793.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,13769.0,,10.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,
,,146399.0,,13.0,Never-married,,Not-in-family,,0.0,0.0,,
,Private,247043.0,,9.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,
,Private,321456.0,,10.0,Married-civ-spouse,Protective-serv,Husband,,0.0,0.0,,
27.0,,24988.0,Assoc-voc,,Never-married,,,White,,,United-States,>50K
,Local-gov,117683.0,,9.0,Married-civ-spouse,Protective-serv,Husband,,0.0,0.0,,
,Private,101597.0,,10.0,Divorced,Sales,Unmarried,,0.0,0.0,,
,Private,117606.0,,13.0,Never-married,Exec-managerial,Own-child,,0.0,0.0,,
,,291374.0,,6.0,Never-married,,Unmarried,,0.0,0.0,,
,Private,174090.0,,11.0,Never-married,Sales,Unmarried,,4687.0,0.0,,
17.0,,138507.0,10th,,Never-married,,,White,,,United-States,<=50K
,Private,164519.0,,9.0,Widowed,Adm-clerical,Other-relative,,0.0,0.0,,
,Private,160398.0,,8.0,Never-married,Farming-fishing,Own-child,,0.0,0.0,,
,Private,90688.0,,9.0,Never-married,Machine-op-inspct,Not-in-family,,0.0,0.0,,
,State-gov,254890.0,,9.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,
,,270460.0,,4.0,Divorced,,Not-in-family,,0.0,0.0,,
,Private,272476.0,,12.0,Married-civ-spouse,Other-service,Wife,,0.0,0.0,,
51.0,,40641.0,Some-college,,Married-civ-spouse,,,White,,,United-States,>50K
34.0,,232475.0,Some-college,,Divorced,,,White,,,United-States,<=50K
,Private,246367.0,,10.0,Widowed,Adm-clerical,Not-in-family,,0.0,0.0,,
58.0,,147653.0,Some-college,,Married-civ-spouse,,,White,,,United-States,<=50K
46.0,,200727.0,Masters,,Married-civ-spouse,,,White,,,United-States,>50K
18.0,,157273.0,10th,,Never-married,,,Black,,,United-States,<=50K
,Private,213391.0,,5.0,Married-civ-spouse,Other-service,Wife,,0.0,0.0,,
27.0,,225746.0,Bachelors,,Never-married,,,Black,,,United-States,<=50K
50.0,,88842.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
29.0,,339002.0,Assoc-voc,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,195878.0,,9.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
48.0,,50880.0,Some-college,,Married-civ-spouse,,,White,,,Germany,<=50K
,Self-emp-inc,116608.0,,10.0,Married-civ-spouse,Other-service,Wife,,0.0,0.0,,
25.0,,192449.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
46.0,,187370.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
22.0,,259109.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
,Local-gov,209482.0,,14.0,Married-civ-spouse,Prof-specialty,Wife,,0.0,0.0,,
,Private,188274.0,,,Never-married,Transport-moving,Own-child,,0.0,0.0,,
51.0,,136823.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Self-emp-inc,127651.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,1887.0,,
90.0,,195433.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,320451.0,,13.0,Never-married,Exec-managerial,Own-child,,0.0,0.0,,
,State-gov,314052.0,,9.0,Divorced,Adm-clerical,Not-in-family,,0.0,0.0,,
59.0,,220783.0,6,,Widowed,,,White,,,United-States,<=50K
,Private,192614.0,,,Divorced,Machine-op-inspct,Not-in-family,,0.0,0.0,,
20.0,,419984.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
,Private,219751.0,,9.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
33.0,,326104.0,Some-college,,Married-civ-spouse,,,White,,,United-States,>50K
26.0,,43408.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,<=50K
37.0,,40955.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
,Private,231043.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
40.0,,189189.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,61272.0,,13.0,Never-married,Exec-managerial,Not-in-family,,0.0,0.0,,
,Local-gov,175587.0,,7.0,Never-married,Protective-serv,Own-child,,0.0,0.0,,
,Private,205659.0,,12.0,Married-civ-spouse,Exec-managerial,Wife,,0.0,0.0,,
,Private,184682.0,,11.0,Divorced,Tech-support,Not-in-family,,0.0,0.0,,
36.0,,185099.0,Prof-school,,Married-civ-spouse,,,White,,,United-States,>50K
58.0,,217775.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,147989.0,,10.0,Married-civ-spouse,Tech-support,Husband,,0.0,0.0,,
36.0,,218542.0,HS-grad,,Separated,,,Black,,,United-States,<=50K
,Private,196707.0,,15.0,Divorced,Adm-clerical,Not-in-family,,0.0,0.0,,
,Private,272615.0,,7.0,Never-married,Craft-repair,Own-child,,0.0,0.0,,
34.0,,106014.0,Some-college,,Divorced,,,White,,,United-States,<=50K
18.0,,101061.0,11th,,Never-married,,,White,,,United-States,<=50K
,Private,175109.0,,7.0,Never-married,Other-service,Own-child,,0.0,0.0,,
,Private,341294.0,,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,
25.0,,242136.0,HS-grad,,Divorced,,,Black,,,United-States,<=50K
38.0,,321943.0,Doctorate,,Married-civ-spouse,,,White,,,United-States,>50K
21.0,,237051.0,Some-college,,Never-married,,,White,,,United-States,<=50K
33.0,,301867.0,Some-college,,Never-married,,,Asian-Pac-Islander,,,United-States,<=50K
,Private,198170.0,,13.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
,Self-emp-not-inc,336007.0,,9.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
29.0,,354558.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,542610.0,,9.0,Never-married,Transport-moving,Other-relative,,0.0,0.0,,
22.0,,222993.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
,State-gov,101562.0,,9.0,Never-married,Other-service,Own-child,,0.0,0.0,,
33.0,,263561.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
,Private,124111.0,,12.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,,
31.0,,295099.0,Some-college,,Divorced,,,Black,,,United-States,<=50K
,Private,110003.0,,14.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
,Self-emp-inc,134768.0,,14.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
38.0,,147258.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
,Private,382368.0,,10.0,Never-married,Adm-clerical,Not-in-family,,0.0,0.0,,
,Private,233777.0,,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,
26.0,,160300.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
48.0,,169515.0,Bachelors,,Divorced,,,Black,,,United-States,>50K
,Private,182687.0,,12.0,Divorced,Other-service,Not-in-family,,0.0,0.0,,
64.0,,213945.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,147884.0,,10.0,Married-civ-spouse,Adm-clerical,Other-relative,,0.0,0.0,,
,Private,21856.0,,10.0,Never-married,Craft-repair,Not-in-family,,0.0,0.0,,
58.0,,147707.0,11th,,Married-civ-spouse,,,White,,,United-States,<=50K
,State-gov,318982.0,,14.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,1848.0,,
40.0,,320451.0,Doctorate,,Married-civ-spouse,,,Asian-Pac-Islander,,,Hong,>50K
61.0,,63526.0,12th,,Never-married,,,Black,,,United-States,<=50K
90.0,,187749.0,Assoc-acdm,,Married-civ-spouse,,,Asian-Pac-Islander,,,Philippines,<=50K
32.0,,205390.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
57.0,,182836.0,Some-college,,Married-civ-spouse,,,White,,,United-States,>50K
37.0,,170174.0,,,Married-civ-spouse,,,White,,,United-States,>50K
33.0,,254935.0,Some-college,,Married-civ-spouse,,,White,,,United-States,<=50K
27.0,,194472.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
,Private,195148.0,,13.0,Never-married,Exec-managerial,Own-child,,0.0,0.0,,
,Private,336513.0,,10.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
50.0,,86373.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,224314.0,,13.0,Widowed,Exec-managerial,Unmarried,,0.0,0.0,,
,Private,163110.0,,9.0,Married-civ-spouse,Handlers-cleaners,Husband,,3781.0,0.0,,
,Private,197387.0,,9.0,Never-married,Other-service,Own-child,,0.0,0.0,,
29.0,,149902.0,Doctorate,,Never-married,,,White,,,United-States,<=50K
30.0,,173858.0,,,Married-civ-spouse,,,Asian-Pac-Islander,,,South,>50K
27.0,,289484.0,Some-college,,Never-married,,,White,,,United-States,<=50K
,Federal-gov,168294.0,,9.0,Married-civ-spouse,Adm-clerical,Husband,,5178.0,0.0,,
52.0,,172962.0,Some-college,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,68898.0,,11.0,Married-civ-spouse,Protective-serv,Husband,,0.0,0.0,,
,,78529.0,,6.0,Separated,,Unmarried,,0.0,0.0,,
48.0,,248164.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
47.0,,169324.0,Bachelors,,Married-civ-spouse,,,Black,,,United-States,>50K
43.0,,173326.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
44.0,,325159.0,10,,Divorced,,,White,,,United-States,<=50K
,Private,266624.0,,9.0,Married-civ-spouse,Farming-fishing,Husband,,6418.0,0.0,,
30.0,,267161.0,Some-college,,Married-civ-spouse,,,Black,,,United-States,<=50K
39.0,,123945.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,228238.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
52.0,,185407.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
42.0,,348886.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,108097.0,,10.0,Married-civ-spouse,Craft-repair,Husband,,10566.0,0.0,,
,State-gov,295791.0,,11.0,Divorced,Adm-clerical,Unmarried,,0.0,0.0,,
,Private,189777.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
,Private,149204.0,,13.0,Never-married,Exec-managerial,Own-child,,0.0,0.0,,
,Private,191856.0,,10.0,Married-civ-spouse,Exec-managerial,Wife,,7298.0,0.0,,
42.0,,325353.0,Assoc-acdm,,Married-civ-spouse,,,White,,,United-States,>50K
58.0,,175873.0,Some-college,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,252058.0,,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,
21.0,,143604.0,Some-college,,Never-married,,,White,,,United-States,<=50K
26.0,,236564.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
,Private,116927.0,,14.0,Divorced,Prof-specialty,Not-in-family,,0.0,0.0,,
25.0,,129200.0,Some-college,,Never-married,,,Black,,,United-States,<=50K
,Private,165346.0,,14.0,Divorced,Exec-managerial,Unmarried,,0.0,0.0,,
21.0,,231866.0,9,,Never-married,,,White,,,United-States,<=50K
36.0,,22245.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,544091.0,,9.0,Married-AF-spouse,Adm-clerical,Wife,,0.0,0.0,,
34.0,,180714.0,Some-college,,Married-civ-spouse,,,Black,,,United-States,<=50K
,Self-emp-inc,120126.0,,13.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,1887.0,,
,Private,194829.0,,13.0,Never-married,Exec-managerial,Not-in-family,,0.0,0.0,,
34.0,,248754.0,11th,,Never-married,,,White,,,United-States,<=50K
,Private,195212.0,,13.0,Married-civ-spouse,Exec-managerial,Wife,,0.0,0.0,,
,Federal-gov,174040.0,,10.0,Separated,Craft-repair,Not-in-family,,0.0,0.0,,
20.0,,239577.0,Some-college,,Never-married,,,White,,,United-States,<=50K
25.0,,152035.0,Assoc-acdm,,Never-married,,,White,,,United-States,<=50K
,Private,176050.0,,10.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,
,Private,241607.0,,9.0,Never-married,Farming-fishing,Not-in-family,,0.0,0.0,,
,State-gov,158451.0,,13.0,Separated,Prof-specialty,Unmarried,,914.0,0.0,,
,Local-gov,167334.0,,14.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,,
21.0,,170070.0,Some-college,,Never-married,,,White,,,United-States,<=50K
39.0,,116369.0,Some-college,,Married-civ-spouse,,,White,,,United-States,<=50K
46.0,,207677.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
29.0,,274969.0,,,Never-married,,,White,,,United-States,<=50K
68.0,,185537.0,Some-college,,Divorced,,,White,,,United-States,<=50K
59.0,,261584.0,Bachelors,,Never-married,,,Black,,,Outlying-US(Guam-USVI-etc),<=50K
,Self-emp-not-inc,47178.0,,13.0,Married-civ-spouse,Prof-specialty,Wife,,0.0,0.0,,
,Private,227879.0,,11.0,Never-married,Handlers-cleaners,Own-child,,0.0,0.0,,
,Private,204447.0,,14.0,Married-civ-spouse,Exec-managerial,Husband,,15024.0,0.0,,
,Self-emp-not-inc,357962.0,,5.0,Divorced,Craft-repair,Not-in-family,,0.0,0.0,,
,Private,85812.0,,10.0,Married-civ-spouse,Sales,Wife,,0.0,0.0,,
,Private,112854.0,,10.0,Never-married,Tech-support,Not-in-family,,0.0,0.0,,
34.0,,139753.0,Some-college,,Never-married,,,White,,,United-States,<=50K
,Self-emp-not-inc,101709.0,,,Married-civ-spouse,Craft-repair,Husband,,2885.0,0.0,,
,Private,28145.0,,9.0,Never-married,Other-service,Own-child,,0.0,0.0,,
,Private,132476.0,,16.0,Divorced,Tech-support,Unmarried,,7430.0,0.0,,
,Private,209103.0,,10.0,Married-civ-spouse,Exec-managerial,Husband,,3464.0,0.0,,
49.0,,208978.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
23.0,,355856.0,Bachelors,,Never-married,,,Asian-Pac-Islander,,,United-States,<=50K
,Private,171236.0,,9.0,Divorced,Handlers-cleaners,Own-child,,0.0,0.0,,
,Private,331894.0,,10.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,
,Private,214071.0,,6.0,Married-civ-spouse,Handlers-cleaners,Husband,,0.0,0.0,,
20.0,,218068.0,Some-college,,Never-married,,,White,,,United-States,<=50K
19.0,,201743.0,Some-college,,Never-married,,,White,,,United-States,<=50K
35.0,,280570.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
